Block,Address,Layer,Matrix_Position,Diagonal_Value
5086,1NfoLFRJ8ZvyLc78h3Tzfi4YWCVXpAR2sq,0,"[94,94]",-27
5087,1FfCiMZAmzEc6VZ2o2F4AvKif223bnN9iy,0,"[95,95]",-27
5111,1LSjLQZZ3y9Nqsq54svPkqZjuLeuferDCc,0,"[119,119]",27
5192,1BLdJLH5AtYGx978tM8VfiZnj8b7D5Erih,0,"[72,72]",-27
5193,1PXtUotFRpAvjiaMWESfnfA6JpmK714pFA,0,"[73,73]",-27
5212,14SqnrkLCX3F4E1yVHrVzzmKhytgyZKoo1,0,"[92,92]",-27
5214,12YR2jCXvmNek6eHuWN46SM2LmxLeX1npZ,0,"[94,94]",-27
5239,1HTYmJQVcVDzBWuauRts93BJykXotHCa1p,0,"[119,119]",27
5321,1Hhoj3PJsWtLKsfvdUsw1wK1PWF74XefRP,0,"[73,73]",-27
5322,18S6gAqNEdvPSbGdnkRinR5MQBeEQYLmkA,0,"[74,74]",-27
5327,1BJHNAk6mw6AYLdqQMsYqv7brk854RNGnL,0,"[79,79]",27
5336,1FpNkbRbm38iHRZNeVivZWDVR3A5Y1Amba,0,"[88,88]",-27
5340,1FZhTdVqujdFwjNTdwkGho48fNXXDpHemg,0,"[92,92]",-27
5342,1495He4wh5LxRv6dM8cSYsKwidfjarJPRm,0,"[94,94]",-27
5343,1FnF3d79iFmgopBcqvf17iCuUrGAb9BGnv,0,"[95,95]",-27
5367,1M7a1KxDas1ron3hpqXJwLa4pD83DPHDHQ,0,"[119,119]",27
5448,15fjrjyEeioNE6ZGch2XaHNXNeW7D8pkA5,0,"[72,72]",-27
5449,1NisUpfXZpopDn4mVp5vSPgrzWTuvZv6gi,0,"[73,73]",-27
5450,1Q6XtAm7mRSwX5rQWDLuQQEbnQfDMzCCf5,0,"[74,74]",-27
5455,156gfNYQx7RiJ6eFN6FpkC8VvP2KNZa98M,0,"[79,79]",27
5464,13yYMaVm6fDvikDdDVCkXkLNcrVgj7bHiu,0,"[88,88]",-27
5468,15au4yqKJE5Gk6YL4dS3MmNctCy8DdBXqy,0,"[92,92]",-27
5470,1AKutroxLwy3RBQfzr83WmUUCa13QHGbs8,0,"[94,94]",-27
5471,16XCMUomoVTYFpjqXMNGcnkCJy3MXvGwir,0,"[95,95]",-27
5495,1LwBAYWrwp6FgHSLfcwrXEtd8ug7mLetww,0,"[119,119]",27
5496,14m8V5KE1qNCsEVBu85myRG1GJ6VF4TgPa,0,"[120,120]",-27
5576,1GEmNsEMJTtYaZDbxwJ3B2aiUUo71WVS2w,0,"[72,72]",-27
5577,15mTndScJHRZyfq752dobCH7AFHEjQBwXV,0,"[73,73]",-27
5578,1Lir6kszrZrLkzuDfWvtf79Q9gzQEs9Yn1,0,"[74,74]",-27
5583,17GQtjUp9vPA8QRtPgv92AaPbjMtTshL7J,0,"[79,79]",27
5592,1EXhwZuxQCXXeE2CUyN3RRwwLeaJ6xg9aL,0,"[88,88]",-27
5596,1Dx6uQR99KdRKyfXitpKysfT48Rs9tsVNT,0,"[92,92]",-27
5598,1LynnFey7W279vqJVMA8DF1Wj6uhPs2T49,0,"[94,94]",-27
5599,1JUfh8iHuhuNBMQ6sx7JShd3yvZMKPmX1Q,0,"[95,95]",-27
5623,19wgnk3a4uzgJxc2gNbsWeBDzbyVai5zwY,0,"[119,119]",27
5624,1MqdqTr3ro6tbTNS4VNdeXmQRngLmuN78c,0,"[120,120]",-27
5704,16u47UoZPAFctWshmC8CHDCgVy4ashLvcL,0,"[72,72]",-27
5705,1GDuwVtsfUCvxb1tnCipf3T4vCSkSTkWfk,0,"[73,73]",-27
5706,15zGWbPdqTXRTPFVmwKwj8U43x7bJy1pMt,0,"[74,74]",-27
5711,1K6GV5G1iTW9goPQ5TTjVosA9C29tsv7Cg,0,"[79,79]",27
5726,15D8JiodBF4dQR7iYe9GAeN4TUvBUe86Fi,0,"[94,94]",-27
5727,1GStor3LDJuYmoxENJPNtBPH2yboRmVAbK,0,"[95,95]",-27
5752,1KFHM5eCC9x3omKzs62qzXBq2jZhtBMy3X,0,"[120,120]",-27
5832,1DdFGqbQRLRWUg98w5brxCkH1NBT6r3MBN,0,"[72,72]",-27
5833,1EgqcgTcx3Usb4ADxUuJWHdqRRbLkUyi4A,0,"[73,73]",-27
5839,1A3Trd3EHkfwHEqFtc2QVHa9CvZ49qrDXm,0,"[79,79]",27
5848,1Mik5CuQCRfTukVcHPjTBJXQSyyvAWGsKd,0,"[88,88]",-27
5852,1LLdpypBfubMLXAoC69d3jASMSLGoHyJB8,0,"[92,92]",-27
5854,1G6AF29Kwrpvbka9uJAfLDf3LYJfSuNTE3,0,"[94,94]",-27
5855,1BtCpSAJ14d64ZHTqc6uqaLMVXoovTsSXr,0,"[95,95]",-27
5879,1Er9gNzaDTg6mLvQAmwwPj7Ye8gvt8sWVg,0,"[119,119]",27
5880,1ETtLfyQM2XysYZLXRoqtpGSTAStVJfxXH,0,"[120,120]",-27
5960,1PkL5xMWHnSfcyJuosUikfE5nFPPxcBRb3,0,"[72,72]",-27
5962,1NesXrR78S3C6VhA3Eomx2ERW1pq4XxouR,0,"[74,74]",-27
5967,1N83ugTSCFNtUs1RwKw2L8LhNUP4dixa4g,0,"[79,79]",27
5976,11FGUaLk51XgFuEwTgsdfbCLFbUhxfX5k,0,"[88,88]",-27
5980,1L3KVu8aWACfhe7oHru1a7NC9wSQutenii,0,"[92,92]",-27
5982,18MQuvddpsqzjhwRM34QbikY9PZnYnv1SJ,0,"[94,94]",-27
5983,1D2y4TwKwrHydtPJSGfkdLzkVYDYSUdDBq,0,"[95,95]",-27
6008,1EpJiZXfeXkB8huE78bVLKPMx7E3VaWs8C,0,"[120,120]",-27
6088,15UeGTvbggj7mRcTyNsYDJoRcVhEZzuiae,0,"[72,72]",-27
6089,19figBCeVCZMAyN6HkJew5nSWxvhe8S2zw,0,"[73,73]",-27
6095,14wS269chJ5cjwJAHKwzWivs1K4Nrq87N7,0,"[79,79]",27
6104,13tFDtPCK5qP1VmpWcw8u33CUcQMzTeNVs,0,"[88,88]",-27
6108,1G63NSXNrP3BQo6bBvgXuJteZPnzPvvJ4e,0,"[92,92]",-27
6110,1LtjzpSoefXzqYP9sUnKCzFHfBzsUTcHxD,0,"[94,94]",-27
6111,1DjgRdccroiFgMoxRgQmxoJBc48Y8mjF8L,0,"[95,95]",-27
6135,1GXVV1ca9C5okwc9P9M1Zav2N89PSrFKSH,0,"[119,119]",27
6136,16ZxXJbXMVpHGzAuJCF5p5JMZJvFdmcTDj,0,"[120,120]",-27
6217,14hCEaTLMkFwqwvLQkv72nGeYdt3BT9h9i,0,"[73,73]",-27
6218,1PyGJvZTBzWMokbnzCzE6SSXzhynPxShrQ,0,"[74,74]",-27
6223,18UZWrZxFJTcKtpHvSAC1HV9gPmENHBB8V,0,"[79,79]",27
6232,1PzYY3XfGmVJhqWTq6xGsUukk9K892dehb,0,"[88,88]",-27
6236,1BBfyc7Bkek4qa8Wyae2xMkKWcR83WxSUL,0,"[92,92]",-27
6238,1FufzmnYMiys5EPUivicvB56TTc5SdjCZo,0,"[94,94]",-27
6239,1GENtCgzLdSXHsR6GDtacDmRvKMUub6CHy,0,"[95,95]",-27
6263,1DJapsufjH82bwKEfudpRopVyCb2cwAszB,0,"[119,119]",27
6344,1PtXZsajYtvNjijQjtcvA7BpeW8ZGztd9c,0,"[72,72]",-27
6345,148DyyFuLwsetFcuAawPiUXDnUaUFAGteB,0,"[73,73]",-27
6346,1VTVCRkGPmsSft2pXdLK2oPcFxhZZqBd9,0,"[74,74]",-27
6351,1B51fpyMH9WaxZagfRoscpwjWscWgUJEEV,0,"[79,79]",27
6364,1C7fNerozq8WTtxMSN4i1pqKrQoQT1BVqi,0,"[92,92]",-27
6367,1DUmrRLtoAk6c7fqXnJhS8B53TLkCFBa9S,0,"[95,95]",-27
6391,18ZLhuTAFFJZ1D9Lb8jLw2oQNyaHd83bEs,0,"[119,119]",27
6392,1DQ8VKSGfK82uzTicNFKo7BgKupxRRVnzD,0,"[120,120]",-27
6472,13iMKfFKyWK8WJAf1e4xMVsYH3QxYRdzxf,0,"[72,72]",-27
6474,1MN4bvtmwcCNt6JrX27T5ciphfq17Vmv4k,0,"[74,74]",-27
6479,1Pant12FFQ1LMimeWdmZYybSg5YVdmuJTK,0,"[79,79]",27
6488,1BzrotnmGiTruFiyxPkBz56LzwHHx4Dek9,0,"[88,88]",-27
6492,1BJuj5znnAXhrSr4nNJs1QDBERmMzC3fDk,0,"[92,92]",-27
6494,19o1XagJTrhAdUPgYQ3TFB2TAgRYKL9iVL,0,"[94,94]",-27
6495,1LABzCyx3THmr3AR89q6DAKg8CD4wa8nRz,0,"[95,95]",-27
6519,13mZtQt2AceYpCmjtkngU6HjfjZd1GEJd9,0,"[119,119]",27
6520,1HAf7cYckwRZWbUR99KRjsA4nSCMYBxPLF,0,"[120,120]",-27
6601,13mF9QuqdLhekzEvX1wEprkp8F8gz38u2E,0,"[73,73]",-27
6602,1CLgV1QnYB4tbU28AdAqDzAvhSDQA2CqbT,0,"[74,74]",-27
6607,1AY7JY5GQc2eMDX5hpk3bF8J6K5UWbniHj,0,"[79,79]",27
6616,15eCbjbLFSfNkoMBHp9kKDxn3nJ32f3ptF,0,"[88,88]",-27
6648,1CkSgidQTe59M4GhpXaKQWsw5Ueq3WJmRt,0,"[120,120]",-27
6729,1NGk89rks86uEgjYgKXgBgB8NJiGhkUBaN,0,"[73,73]",-27
6730,1D7S46nHwAFGtRrdzHEE5RJBzQ4TBvcjFT,0,"[74,74]",-27
6744,1L4UE762qACyhLep39U2gmxwQfdpaVPiZy,0,"[88,88]",-27
6748,194FpctMYccgMPsMqwKu87wbFtMdXhpQ7M,0,"[92,92]",-27
6750,1E7BCdwq1KsNXobUVyiWgDxjRXUUYM6UYF,0,"[94,94]",-27
6751,1MjtfPVSF49YUrCy7aygpVY9zjvi9bFDaa,0,"[95,95]",-27
6775,1LBCCcFKCjQ1W2c42whVBKrhmbAZvFxd7k,0,"[119,119]",27
6856,15iuCCoS7TPcezCST2SB7aNSMb5pwqJKoK,0,"[72,72]",-27
6857,13KDhPo7EEcv6niv1p9yMnRXrBAckQiKN5,0,"[73,73]",-27
6863,1Jg4Mcp6AgbJtWtjmavLXCMk2ZeYA3oAms,0,"[79,79]",27
6872,1EzZSDyVn7ecW8NAQxm8QxbiVT6k5icptn,0,"[88,88]",-27
6876,154vZk48fuSzRDhCNcCF8m1yZ3LbjH8M8t,0,"[92,92]",-27
6878,12VaefdTi6BPqZRACTi4q8DSVCU9Bj9mCG,0,"[94,94]",-27
6879,1LotzPhWVZDyUFAmibhD4LuMY8DACM3TMW,0,"[95,95]",-27
6903,17guDz3MuxQYamseaBC6MWfMEH3nbcuKgN,0,"[119,119]",27
6904,19EitXtiBm5KkaZMhzxJ2VGobFtJBrGkkf,0,"[120,120]",-27
6984,1B1EojqvBDW8MBMRvn8CuSsrXgzC6XU8Ru,0,"[72,72]",-27
6985,1LjYHQdQevEqHMqo2AwgL9DGxxGr2TfNwc,0,"[73,73]",-27
6986,1MSm1KaTRQ5x5HzzSkvF8QEuQ41rFPULXo,0,"[74,74]",-27
7000,1FVRyiBFeYZwfG1LfE95QVM6NhbWxwqnbz,0,"[88,88]",-27
7004,1AWS3CvSxhXaRvccKEtfmVMGxRfqQMo6Xk,0,"[92,92]",-27
7006,17YLjsznkBBsUuqVeKGaS1u6f7CfGN18XU,0,"[94,94]",-27
7007,19rH6ouj9tkQFTmVac7DEZ8HjZqjSFgaae,0,"[95,95]",-27
7031,186NqHhVTHxQ8ZpayRjpScWqzE41gaufFG,0,"[119,119]",27
7032,1FRFJTzRMFbGtnDm1saPXtDnNEGp6ezSgb,0,"[120,120]",-27
7112,1z3Rf4ajaDJJTSUnnTinvn2up7QKF4Bx1,0,"[72,72]",-27
7114,18dvqdtBXqAeztyU2d45MeeTG8JE6mnfmY,0,"[74,74]",-27
7119,1JTPtxbN7qCeRCz2jrbDzCB13KWP22pWP8,0,"[79,79]",27
7128,1PRze8q36foEYGsD2FxHpPKrYyt7ryxZ8Z,0,"[88,88]",-27
7135,1JAtYkQHEEQ5JhmNr4jSRLJc7GYsTK7h56,0,"[95,95]",-27
7159,17DtRxJnZFXqZPU88n59xrNxmzUhkUk3sc,0,"[119,119]",27
7160,1JUabkmTZy9GmnwpjqDYrwJDvWXLAHd8x3,0,"[120,120]",-27
7240,1UQNEFXDXbYSUk3GYnHV3fuafQUhSHGQR,0,"[72,72]",-27
7242,1btRmZ1ZiPiS8R9N5aYYMDhDmBMfTUSaC,0,"[74,74]",-27
7247,1CrRys4ALijVbbTUQnK7JN8N6CJV8vbMQ4,0,"[79,79]",27
7256,1Q363DRukNSkiLvzr8uNauLJ4JesCHhHKb,0,"[88,88]",-27
7260,1CKHYRgzYjc11ScjBBaEEy4H22NEUiZqyD,0,"[92,92]",-27
7287,1LFsBhQxQWmfUyV1vpeiXG49J8gYXcLYaZ,0,"[119,119]",27
7288,1AvUgBRQgx9GNiLbzF2mnMXBFzKhC4G8qi,0,"[120,120]",-27
7369,1CV9GnLAj1YGVBRyS49i1tK15iJ8dDZdpB,0,"[73,73]",-27
7375,1mhLaYrMoQJNg8rKCrAKqVYnpshQHA1o3,0,"[79,79]",27
7384,1Kh6bWLPSsszB36wffRpt2uoxt6ygR45J7,0,"[88,88]",-27
7388,1HQAK4JwdMTUdW7R5ES3Guri9JNEW2GmTv,0,"[92,92]",-27
7390,15jzCKu3wrziQ9rZ6Sag8YTNuEPPWAwcHZ,0,"[94,94]",-27
7391,1BW4G6ChDkMA8VP7Q2N4ZkQFvzBYFzfRNr,0,"[95,95]",-27
7415,1BaZ6JwkPwBKN4xvjaGkq4Zxd3udwjB5Kz,0,"[119,119]",27
7416,18UX6z8mMg2LVY3a1izacT5njzNDRJZBkR,0,"[120,120]",-27
7496,18oVwwQ8ZCSvM2iw6ALzHRAGmVj88NXwNy,0,"[72,72]",-27
7497,18x8dnwhqzjcDSNLdJkM85mpnUKy32fswA,0,"[73,73]",-27
7503,1LbPD4KhKXV6rrJBihQf7tfHRTFa4qmETn,0,"[79,79]",27
7512,1H3F8ToE48dRBnYfJKUiMZU1U5iUPRnncc,0,"[88,88]",-27
7516,1KqNcvDuYKLEMvva5zbxnbex3R52yforGU,0,"[92,92]",-27
7518,1NrdpntoQURsqUrZyhqWPFaeNLFJdgGgwd,0,"[94,94]",-27
7519,1zuAqTPtT56w623J9zjcvzTJc68qgebiD,0,"[95,95]",-27
7543,1PsXLCqKPQKFR4EU3zEfjTecmCyF5JkYfs,0,"[119,119]",27
7544,16n7K2LxACFAAfDKdP78zFBHGfhDxb1CqW,0,"[120,120]",-27
7624,1Hizr7crfPYjyZvUcgseb8ggZBJjiMCtaq,0,"[72,72]",-27
7640,128b6K86QtY7TFuZZXKvQes6mQAJcjVDYR,0,"[88,88]",-27
7644,15o6kZUhj1CKmeGi2SpM13Bk9cDmGje2Xs,0,"[92,92]",-27
7646,17kAGSf9mAQXyinAmWaQ96H5s2QmpjnK8K,0,"[94,94]",-27
7647,1FE7iHg68ASfTewxr5XL1ydUFWruoK1vgJ,0,"[95,95]",-27
7671,1HVN8qw2hxHQYkzw9e6cEc8jozFgsGDKV1,0,"[119,119]",27
7672,1JADXrj4fv8Hmnt9eqEmJFgcpBMdFMyGEb,0,"[120,120]",-27
7752,1CCdYULdssRB55meedLNvxbAEGXk81oH2i,0,"[72,72]",-27
7753,1BM7UbSfpHbMPEBAik5kydVKDV9ivo4gg7,0,"[73,73]",-27
7754,1KoEGzmeaRB5MTS1WvrKnE4ayvphu715nK,0,"[74,74]",-27
7759,1GbYR3tu9yjzwBK84jNSRZkntdqNprGgpP,0,"[79,79]",27
7768,12FxvPu3V5NB163btxi2J65tnMS1Q6m14L,0,"[88,88]",-27
7775,16HtBsYVFZUq7Q95xvnxkeQjjGzHgWSkeE,0,"[95,95]",-27
7799,1J8m2ZVT918z8si3YTBFKwDUWNrRZCyGVy,0,"[119,119]",27
7800,1JVpN7DbpnM8uixZFyF7rNEPtJwog9HD9T,0,"[120,120]",-27
7880,19LTj1V27ays39pNEw1o6UmRuwwEPAo17b,0,"[72,72]",-27
7882,1FS3gBTBLw2A5oQLMeVnH4ibWmmJ1TDjvd,0,"[74,74]",-27
7887,1NorTqEzQwXtv8ann4H7Wv51XV5azAVVQ6,0,"[79,79]",27
7896,1762NXpHwMdLJoes3WjrNsQ3WEUCt9cNh6,0,"[88,88]",-27
7900,16HjEkbK3oVqCv8DjZxc6dY13rSA6oxSZG,0,"[92,92]",-27
7902,1MU7mUgARGmAEWUxdwVmMnMwAt9LEXMPWG,0,"[94,94]",-27
7903,1PMSrb6FhMoiT4D1drMVCjzCguRmwSMWF8,0,"[95,95]",-27
7927,18oYJFc8BWyx9B7xMGDSdWNRtboA2Qg9WN,0,"[119,119]",27
8008,1J4RRupcvwVZt5XVxFqfYRT2MepdrFuM1a,0,"[72,72]",-27
8010,198MK24FhV7HjyJfTVZjqPLCuN7NNppLxP,0,"[74,74]",-27
8015,1LVSXfpzkXLE6MxVpad4GKqoLFKm2WTFdA,0,"[79,79]",27
8024,1C6c3kPMvLuJmaUeZQHj3Fm6Ep8oNBeJxc,0,"[88,88]",-27
8030,12amCjD8Kf6mNgHyGJ4vWxVrXbcRyNbVKE,0,"[94,94]",-27
8031,13yLq9jtvG3SADgUNSEvShM3LjLfAfWwsm,0,"[95,95]",-27
8055,1FsRReaPDzGkzUvcRG2bGMVAfWWwq653X,0,"[119,119]",27
8056,13jT36a9jVzL1KUCGqBYt9LtcZsz1vPNfF,0,"[120,120]",-27
8136,1P9GZG4vyW4bXRrN4itSrrSqZ1vwabNPYs,0,"[72,72]",-27
8137,1BYN4qSmRp2eURB7j9Ghx273QM87gmVXh4,0,"[73,73]",-27
8143,18zGoVzrKmbbyCB85RVrX6jVGAqY4r4Ja1,0,"[79,79]",27
8152,19KcGzVSkuNasjchSFMLZ4tsbTSD1x1eiL,0,"[88,88]",-27
8158,15iBUncFwm2MJ4HKeZPRquaVnSaA83rPmG,0,"[94,94]",-27
8264,1MQcYa4L5RnoVhn7fLEW5ViHeL9pKY2N5N,0,"[72,72]",-27
8265,1KaNNtV8goUk9tJyAXanNzuiMk8xnzciga,0,"[73,73]",-27
8266,13qNkiPUCV9GyKxR28op5c7hRSr2vmH4Gf,0,"[74,74]",-27
8271,1MhZB4zFAzc7AGm1LoScrFMG9w5YR4g72q,0,"[79,79]",27
8280,16hCRDHC9Sjqc2R6gt3xcssb7aCBWDRKhw,0,"[88,88]",-27
8284,1AD9nVxvj9GcbwkmJHAVRmwzUvDgxY5AaR,0,"[92,92]",-27
8286,12927RaLjZYqAoqge47BkCKTR9obZWAfyF,0,"[94,94]",-27
8287,1BsboMJ2j8JwiHqbvJ2p5sLVbHwSYUrYW8,0,"[95,95]",-27
8311,13fBLbqJP1amLaYNxBQz4FLs6CBUMKk1WY,0,"[119,119]",27
8312,17L8tfCKGfczEeipzW1buW6obznozFuyfP,0,"[120,120]",-27
8393,17FED1KwjD4kZqKmt6jXTPy9Fw4JuV79Rh,0,"[73,73]",-27
8394,1pgTvyYWXUMrduMhJZRrUzMoJDE5859gn,0,"[74,74]",-27
8399,1EFuD3G32jnxFgZMeuo8JjyM7UUfGRF2wY,0,"[79,79]",27
8408,1GZkXaV2u6EEjkM1qYFUjZnjAyrVKy2nCN,0,"[88,88]",-27
8412,1JxHy3c9N2LGkt34Qo8GZ6BFUNdNT9caAM,0,"[92,92]",-27
8439,19gvUDGTPVjvzPmhKhYfJLkhTv1LjnVVUT,0,"[119,119]",27
8440,1EqiJ7gtp9wWqXtyhg7h4aNTLesiuCMDEQ,0,"[120,120]",-27
8520,1M482Khe6C4aPLWiUCCstsvXmuvSRhKzyK,0,"[72,72]",-27
8521,1QL1PtjuVVvt169EdmKXQYufQfGAiphtg7,0,"[73,73]",-27
8522,17N5sJRmSazytsaCciRCAW5iFL4nF8PZ7n,0,"[74,74]",-27
8527,15UVK7XrjqmTGJ4Mx7wGmW8q9Ug9TWKo3Z,0,"[79,79]",27
8536,1HkTfBN3ZdLSWaiMHBJ4P27nx13sfGYthz,0,"[88,88]",-27
8540,14kLqdYCqBKyEL19CqDy6xPsTUa6tQxDsm,0,"[92,92]",-27
8542,1CX572hGXSHByGhrBcaVrtRV6DRJ2LeHfc,0,"[94,94]",-27
8543,1Pf3zNc4CfZsxKngSaaNgsNU6hzaZacW2f,0,"[95,95]",-27
8567,12HFN4e55Y8SYojj6azVDjRDymXzC4ibCr,0,"[119,119]",27
8650,13cvb1YhzkssS4KMJR8uqkSXegiR45GA72,0,"[74,74]",-27
8655,1LpTCGAZM9XA46suToSJCC2QVqaeJrR9z6,0,"[79,79]",27
8664,1G89dqsT78wG4WXo33pxQ2jgetvjuoUK5J,0,"[88,88]",-27
8668,14bEeMfYbvAEeiyM8FrEEnbAHnzivHbx2K,0,"[92,92]",-27
8670,13Q2fo95B3vobe8ewRAN8LRFYiiukGrLhz,0,"[94,94]",-27
8671,13CveqRJQevEunAtKhzSrUwJ4Av8QLZg3q,0,"[95,95]",-27
8695,19GL4p7WqQWM4Nnc2PnvPBvTgwMHEXfusa,0,"[119,119]",27
8696,15xE5v4XoqLKCFCwzZcXDLsSCRUn9jioz8,0,"[120,120]",-27
8776,1Ac3MtYdWnnPZFNs98r3cNzfX3G25dGekZ,0,"[72,72]",-27
8777,1Eap55NMGVRdaikDi6r4HSzx1Qebzu44hy,0,"[73,73]",-27
8778,1CCPrtwHvGPwQpKaEJqgAzHXAzkDk1Znuu,0,"[74,74]",-27
8783,1Me5aJkx1RRiXgizz9qVbsZPqrZRFBgXe6,0,"[79,79]",27
8792,1K9Rob1MJSmawPTmRyGGrFAARPPR47NinZ,0,"[88,88]",-27
8796,18ov57wUTkeGRbrRwuJs18wRjKs95bfust,0,"[92,92]",-27
8798,1D1ognHAjeBXaxoaRfpJKkHSaR3jak7uUP,0,"[94,94]",-27
8799,1AtEQLDq3rJ5CbSGywJAS5bjNqzkyjFno,0,"[95,95]",-27
8823,1B74GrRe5FECKpWiccQLGfm5k6w78yjMiv,0,"[119,119]",27
8824,16wFUJJhWnvj9epqXX6YPLuaDNzDP39gnH,0,"[120,120]",-27
8904,17w7EVSyffa4V4aYMsCsz2mKQ2bJ5fkxHC,0,"[72,72]",-27
8906,1JCJyg1PG4gwQT4WZSN43tgm5TpvRnz6JM,0,"[74,74]",-27
8911,16RvhVYDpA2YPuj7W2fhpGFuaJcykCRqz9,0,"[79,79]",27
8924,1ES4NM8VHnMRGufVX51vSG8MFHgxPLXF9Y,0,"[92,92]",-27
8926,1NzvUa1mY3QuvE9Nf4KJAXsYQAHpe1Zoaj,0,"[94,94]",-27
8927,1CZbHkKJMHnoQqhxrexj9AXVMGz4wrjCry,0,"[95,95]",-27
8951,189icpFV2dJSydN5Rit98JYx5XcDhACkcM,0,"[119,119]",27
9032,193nwf64dHPC893Dv3ZyRfZFvcxKGQvedx,0,"[72,72]",-27
9033,1AWtDUvH12JvR4nfX7hhfejSoKLJkmBzH7,0,"[73,73]",-27
9034,1KsDzbW5GoKtnX7nujwsxY4BrnDbPuSEzi,0,"[74,74]",-27
9039,1DxyS3wxmSnybgey8UAw2awoGhTy2qxjA,0,"[79,79]",27
9048,19UiVdL8HDcGhd4J6GPY4czwRYQcVkHbdY,0,"[88,88]",-27
9054,1Ld1MHf6165qmZmQggUFLsFkND42UHGPsB,0,"[94,94]",-27
9055,1NkYcrhuxFCGH599VBzXfvu8iPi2oJLF38,0,"[95,95]",-27
9079,1Fm7PzF5A2HvLVEfgTF5TVD8zzGSPkaaVk,0,"[119,119]",27
9080,1JJkpLFA8u6K5dkfWhTqFPfS1Ur3ZrcXZ8,0,"[120,120]",-27
9161,1Nuqh16Z9vPfd9V4DdAEyL1dCS9fPV52bF,0,"[73,73]",-27
9162,1DEBP5stpAn5yNxPgmAq986TyqxUjEKJrt,0,"[74,74]",-27
9167,1KjCNjMPV5MYG4D7h396EquGsnCGNrk2dc,0,"[79,79]",27
9180,15d2tK53mu6MNJxDpVMQ52z7BfnEwSLLwr,0,"[92,92]",-27
9182,1AxxyQ3JgCKJFq5DWnFcjFyaVx7znUXaGW,0,"[94,94]",-27
9207,1DEyLgMsaBayksHAJb3f8YJYTZFMgJZ8Vy,0,"[119,119]",27
9208,1MwpW4ejhPoZVoHvKq73RvAtLeHobGc934,0,"[120,120]",-27
9288,1HQX5h9ncpA4BdH3Ei3Lh1vM3TATvn6oNu,0,"[72,72]",-27
9289,1A7aFDKBpS6zbKBCExXbf9z57tb3urTxho,0,"[73,73]",-27
9290,1MNzunEb2bTuv9sHojxqzNaLzmWdJbmkdP,0,"[74,74]",-27
9295,1EoUhkdrybrTWxkT4jt4JqeJK4fzz5HL9q,0,"[79,79]",27
9304,1CHfchGGJn7BKUjSMtYwwttsyWmUdsLftA,0,"[88,88]",-27
9310,1MbfdcSyCC8uykaz86xn4XqR4fnzAn2bmS,0,"[94,94]",-27
9311,17abQitRwtqSyCZo97jJC15MQTgTxDKPEa,0,"[95,95]",-27
9335,1GpkLyPoW3k4qfWQYDbXJoHkGRV4XLgX5C,0,"[119,119]",27
9336,17M6Nvgmq7runTFhZyCegwSQka4mCkR5yw,0,"[120,120]",-27
9416,1DJcmJCEJcK3T7NviunPqHYrp6eAM1KSUD,0,"[72,72]",-27
9417,12PdYChRm2Qq4CqeNBcoAz73VTHx9LUPEa,0,"[73,73]",-27
9418,1JFQCJCzSvqVghtMhK54eMCRYBZGA75vLp,0,"[74,74]",-27
9423,1Jvka6QtfUsq2Gq9RuCuCMXLQPhRGHrRfz,0,"[79,79]",27
9432,16SDqUffzs4MEp2fo1zqwtxhpXfByz4XGq,0,"[88,88]",-27
9439,1KJdaoHfuW7XQEDxVmZFPuNtWu9bAWWAN1,0,"[95,95]",-27
9463,1Haj73NPGdPt5p1f8yAqnoRigwUt7HoRQm,0,"[119,119]",27
9544,1Jon2SbXuGnPJvzrnFwvqLgCkGwxvvFwh9,0,"[72,72]",-27
9545,19bYG2ubCgYWqkJX2gy4SnCYkt9sP7CLyP,0,"[73,73]",-27
9546,19v8AfWuTA1EuLvQQoQTficHqGpqWM4QUf,0,"[74,74]",-27
9551,12QetyxWCaE3QPCdXtXGdEPX5FJ88Bg1o9,0,"[79,79]",27
9560,1QE4wsJ1rKmAVexvM8oTnE1u5SBj1DofTD,0,"[88,88]",-27
9564,1MQwA7MD836MSdwJqZvssDdcLoniRoT4Th,0,"[92,92]",-27
9567,1Mi5NzVmeAmfrumEJCqx4xASDabZ2nd9xQ,0,"[95,95]",-27
9591,16iGQfK19siU7M4NpZE9iHDQZL146HC2Tj,0,"[119,119]",27
9592,1MbKX6tcPjHdoFnP6kXFSzLjH5vHiZogFj,0,"[120,120]",-27
9672,126ikm6aTShFqpY6Lrtaow6E7mfjnGEgi6,0,"[72,72]",-27
9673,1JuPy3f1AWo71L7brGDXhG9JaKrDuYmRZH,0,"[73,73]",-27
9674,1CE8FiUhsZED9841Jf5kJW7tswFPMfZ4kQ,0,"[74,74]",-27
9692,1CKagrQ3jj41nihu6Ph5TfuxBGLvj3vbfM,0,"[92,92]",-27
9694,1K3bRk44JszERshChTzpXBvYLvp1Lb8wZH,0,"[94,94]",-27
9720,1JsZ2TvUCALy3RMjUDYZecT1NFxAjtDD8X,0,"[120,120]",-27
9800,1CB4fendZ4hv89Fpc4ULfu8Dj5DKHoNfDv,0,"[72,72]",-27
9801,1L3efj5vaBo6Rus8j2947ADyYwrRWUZQtC,0,"[73,73]",-27
9802,1447QgUUBNfZ94xnQ2DcaTudknA6q97ToZ,0,"[74,74]",-27
